"report-def-0-rfile"
"Iteration" "report-def-0"
("Iteration" "report-def-0" "report-def-0(instantaneous values)")
443 -0.8783178350766024 -0.87830984508141
444 -0.8783080598285421 -0.8782971595744721
445 -0.8782979731635701 -0.8782869148348231
446 -0.878285335480637 -0.878271932032611
447 -0.8782729446434295 -0.8782599870628496
448 -0.8782586841429145 -0.8782441333332781
449 -0.8782453964684119 -0.8782320690091031
450 -0.8782310421742214 -0.8782169241802781
451 -0.8782184476648109 -0.8782063498050466
452 -0.8782055837553601 -0.8781934772807506
453 -0.8781952178639699 -0.878185826506108
454 -0.8781852203754644 -0.8781763573395303
455 -0.8781782331563157 -0.8781725156233043
456 -0.8781720136608125 -0.8781671680195987
457 -0.8781691245929265 -0.8781676901358726
458 -0.878167195301963 -0.8781667277504136
459 -0.8781686780136573 -0.8781716161546815
460 -0.8781710489068072 -0.8781748028153227
461 -0.8781766840954407 -0.8781836333163141
462 -0.8781829421714674 -0.8781903903827617
463 -0.8781920933657746 -0.8782022563982442
464 -0.878201330636729 -0.8782113451291773
465 -0.878212757908154 -0.8782246721970367
466 -0.8782234862868227 -0.8782344415342502
467 -0.8782356365940949 -0.878247796050994
468 -0.8782464224761801 -0.8782570298432923
469 -0.8782580428709948 -0.8782693027186943
470 -0.878267694544942 -0.8782767510728353
471 -0.8782772121465808 -0.8782855826482089
472 -0.8782847307961195 -0.8782918586673099
473 -0.878291883994797 -0.878298210668868
474 -0.8782972459925934 -0.8783016686415981
475 -0.8783016992096723 -0.8783052183185458
476 -0.8783041782452331 -0.8783056477755505
477 -0.8783058323811086 -0.8783066310492246
478 -0.8783055763602453 -0.8783044502559555
479 -0.8783051524000016 -0.8783043758948196
480 -0.878302809531157 -0.8782996024426912
481 -0.8783005535542575 -0.8782976823252571
482 -0.8782963496764378 -0.8782917642613602
483 -0.8782929552405916 -0.878289419135153
484 -0.8782882708122188 -0.8782836290401388
485 -0.8782849781083656 -0.8782818861498003
486 -0.878280844173038 -0.8782770173291702
487 -0.8782784969070496 -0.8782765872421735
488 -0.8782756544666116 -0.8782733588284862
489 -0.8782749523003912 -0.8782749108305088
490 -0.8782740200813266 -0.8782737905849798
491 -0.8782754353334803 -0.8782776045849473
492 -0.8782767086756186 -0.878278730856924
493 -0.8782803167302351 -0.8782846147488297
494 -0.8782836169047545 -0.8782875051085055
495 -0.8782889430356567 -0.8782947092496308
496 -0.8782935873189999 -0.8782985475988593
497 -0.8782998419523319 -0.8783062690085014
498 -0.8783050382626679 -0.8783102981806392
499 -0.8783114553346832 -0.8783177988149048
500 -0.8783164629077557 -0.8783212917277192
501 -0.8783223412482357 -0.878327933202079
502 -0.8783264920539239 -0.8783302512319694
503 -0.8783308011894645 -0.8783342191343411
504 -0.8783331868165366 -0.8783350900832955
505 -0.8783359182315541 -0.8783384454770218
506 -0.8783368578843583 -0.878337038092754
507 -0.8783377962818649 -0.8783379052758151
508 -0.8783363862661718 -0.8783342154299426
509 -0.8783350193166969 -0.8783329372443293
510 -0.8783315575011349 -0.8783275198291298
511 -0.8783286093695785 -0.8783253710352731
512 -0.8783237547010198 -0.8783183732386529
513 -0.8783194660180289 -0.8783146537801571
514 -0.8783133370466633 -0.8783069841211757
515 -0.8783082806677477 -0.8783032041019064
516 -0.8783020411518189 -0.8782959352323707
517 -0.8782973461127291 -0.8782928990039064
518 -0.8782918225403078 -0.8782866333846421
519 -0.878288118861744 -0.8782848241966792
520 -0.8782839972675131 -0.8782805342212137
521 -0.8782819312747536 -0.8782804354063641
522 -0.878279192110632 -0.8782766067043144
523 -0.8782784702185684 -0.8782783685450227
524 -0.8782775046412447 -0.8782775386743928
525 -0.8782787025588245 -0.8782802004570536
526 -0.8782794846464919 -0.8782807148080252
527 -0.8782817386294424 -0.8782843006232443
528 -0.8782832024934253 -0.8782845920490021
529 -0.8782858899884604 -0.8782887772931308
530 -0.8782875097062179 -0.8782891597765169
531 -0.8782902799529593 -0.8782929027892261
532 -0.8782914967880012 -0.8782924277982564
533 -0.8782934219862275 -0.8782949353711962
534 -0.8782934223593495 -0.878292903908592
535 -0.8782938477770407 -0.8782937040513299
536 -0.8782921333122339 -0.8782897919767761
537 -0.8782907055087444 -0.8782886204981237
538 -0.8782870218753493 -0.8782826531511448
539 -0.8782835886214598 -0.8782794922151079
540 -0.8782779250533416 -0.8782716297937688
541 -0.8782726153002515 -0.8782667238918745
542 -0.8782652419548057 -0.8782573721787705
543 -0.8782584734125014 -0.8782513241668563
544 -0.8782500126788625 -0.8782413416909578
545 -0.8782425894470727 -0.8782351024834009
546 -0.8782339532739454 -0.878225415647474
547 -0.8782267857150644 -0.8782198390143149
548 -0.8782188173341896 -0.8782111973407762
549 -0.8782126613107305 -0.8782069475770963
550 -0.8782060276431508 -0.8781999380115758
551 -0.8782014960048228 -0.8781976024257921
552 -0.8781967591917827 -0.8781927371379762
553 -0.8781945770132845 -0.8781933914760812
554 -0.878192391873616 -0.8781910470067861
555 -0.8781925085856984 -0.8781930872742236
556 -0.8781924045843791 -0.8781930794721229
557 -0.8781944287336207 -0.8781971194545113
558 -0.8781967431540872 -0.8782000305356229
559 -0.8782010133807653 -0.8782058901521571
560 -0.8782049521091787 -0.8782089356397514
