"report-def-0-rfile"
"Iteration" "report-def-0 etc.."
117 -0.4776029268014469 -186.5528964113325
118 -0.4777492675976929 -186.6100574919516
119 -0.4779201208395036 -186.6767931950481
120 -0.478061228596007 -186.73191023727
121 -0.478241892967557 -186.802478192154
122 -0.4783818261269718 -186.8571364338185
123 -0.4785646855248381 -186.9285617714655
124 -0.4787109087435076 -186.9856769259896
125 -0.4788267667014827 -187.0309313338243
126 -0.478924436829685 -187.0690815299109
127 -0.4791068219358698 -187.1403216080422
128 -0.4791987186254708 -187.1762166845872
129 -0.4793221445140186 -187.2244271450108
130 -0.4794427953801075 -187.271553674729
131 -0.4795431240739545 -187.3107423131984
132 -0.479639646695166 -187.3484442901875
133 -0.4797541661505885 -187.3931758755812
134 -0.4798643918762666 -187.4362303194098
135 -0.4799710303311194 -187.4778835662918
136 -0.4800748965716004 -187.5184539793142
137 -0.4801641419761479 -187.5533134572936
138 -0.4802608951111909 -187.5911054735612
139 -0.4803660548634036 -187.6321811354977
140 -0.4804322708439949 -187.6580452629451
141 -0.4805149909163829 -187.6903559298807
142 -0.4806068438715239 -187.7262339236364
143 -0.4806964064418296 -187.7612172873534
144 -0.4807652667813541 -187.7881143080064
145 -0.4808363099470113 -187.8158639460004
146 -0.48088345321598 -187.8342782246383
147 -0.4809175461206187 -187.847594998365
148 -0.4809564987214324 -187.8628099815587
149 -0.4810179694024312 -187.88682058313
150 -0.4810415802232492 -187.8960430287288
151 -0.4810770278343143 -187.9098889541701
152 -0.4810799125618687 -187.9110157359598
153 -0.4811171330808507 -187.9255541636628
154 -0.481165293624454 -187.9443657923145
155 -0.4812122596849692 -187.9627108528877
156 -0.4812340999442685 -187.9712417127339
157 -0.4812661856040651 -187.9837744516105
158 -0.4812823463942695 -187.9900868966391
159 -0.4813004310141241 -187.9971507943354
160 -0.4813087441031974 -188.0003979076961
161 -0.4813168046321298 -188.0035463704349
162 -0.4813245104625786 -188.0065562870598
163 -0.4813471822805898 -188.0154119558163
164 -0.4813703902590351 -188.0244770501779
165 -0.48137984380805 -188.0281696300411
166 -0.4813885558393429 -188.0315725712294
167 -0.4813909386472909 -188.032503301967
168 -0.481406292135222 -188.0385004127107
169 -0.4814139314050081 -188.0414843305745
170 -0.481413562451826 -188.0413402165398
171 -0.4814193795748276 -188.0436123993172
172 -0.4814211100738919 -188.0442883365751
173 -0.4814060858356731 -188.0384198315915
174 -0.4814055434543729 -188.0382079761006
175 -0.4814099426645303 -188.0399263185787
176 -0.481412536562124 -188.0409395014592
177 -0.4814138779878716 -188.0414634657075
178 -0.4814127339455763 -188.0410165999288
179 -0.4814101645815698 -188.0400129999287
180 -0.4813961087604799 -188.0345227610952
181 -0.4813940370996102 -188.0337135651838
182 -0.4813952245426886 -188.0341773834168
183 -0.4814037019232955 -188.037488669461
184 -0.4814078527305169 -188.0391099851318
185 -0.4814060570547423 -188.038408589688
186 -0.4813998053367848 -188.0359666530351
187 -0.481394221200497 -188.0337854754501
188 -0.4813886014044756 -188.0315903690841
189 -0.4813811207766888 -188.0286684171816
190 -0.4813764410943139 -188.0268405215547
191 -0.4813719467883549 -188.0250850344189
192 -0.4813686364975394 -188.0237920265562
193 -0.4813622673612352 -188.0213042260037
194 -0.4813573617525932 -188.0193880830124
195 -0.4813533040561336 -188.0178031366378
196 -0.4813492016801235 -188.0162007383193
197 -0.4813404573729652 -188.0127851900972
198 -0.4813383303275148 -188.0119543608302
199 -0.4813366992750821 -188.0113172676751
200 -0.4813311921541888 -188.0091661724957
201 -0.4813262136290161 -188.0072215481253
202 -0.4813220560504107 -188.0055975875351
203 -0.4813196943356038 -188.0046750958312
204 -0.481317044633951 -188.0036401157458
205 -0.4813130466471834 -188.0020784921262
206 -0.4813121037085265 -188.001710177931
207 -0.4813113601251645 -188.0014197324121
208 -0.4813105009027425 -188.0010841179875
209 -0.481309250116593 -188.0005955577926
210 -0.4813095766388471 -188.0007230982009
211 -0.4813087574997252 -188.0004031404134
212 -0.4813087443803643 -188.0003980159582
213 -0.4813068350762358 -187.9996522369956
214 -0.481305202535679 -187.9990145625755
215 -0.4813019684834706 -187.9977513337032
216 -0.481300010242958 -187.9969864400667
217 -0.4812988692224914 -187.9965407546218
218 -0.4813001934841766 -187.9970580145445
219 -0.4813010138277596 -187.9973784427975
220 -0.48130082081701 -187.9973030523165
221 -0.4813005616254042 -187.9972018114277
222 -0.4813004561628214 -187.9971606174794
223 -0.48130070780312 -187.9972589088087
224 -0.4813011334482226 -187.9974251668492
225 -0.481301518093117 -187.9975754101059
226 -0.4813017792223525 -187.9976774078376
227 -0.4813018653360404 -187.9977110440593
228 -0.4813025264104297 -187.9979692613673
229 -0.4813028676768152 -187.9981025608701
230 -0.4813026992809056 -187.9980367850071
231 -0.4813024173612481 -187.9979266664845
232 -0.4813027651107216 -187.9980624982977
233 -0.4813025231872579 -187.9979680023884
234 -0.4813016703869398 -187.9976348964536
235 -0.4813010343796723 -187.9973864704259
236 -0.4813006867564051 -187.9972506879093
237 -0.4813004323564982 -187.9971513186701
238 -0.4812998817183052 -187.9969362380162
239 -0.4812993665762695 -187.9967350222501
240 -0.4812990729252967 -187.9966203214465
241 -0.4812989328574327 -187.9965656105889
242 -0.4812986956753896 -187.9964729666903
243 -0.4812983028787098 -187.9963195393258
244 -0.4812977185851015 -187.9960913127827
245 -0.4812969132536731 -187.9957767483148
246 -0.4812958641272161 -187.9953669568996
247 -0.4812943273555729 -187.9947666900564
248 -0.4812929450953963 -187.9942267757781
249 -0.4812920497564071 -187.9938770541321
250 -0.4812916821684418 -187.9937334733545
251 -0.4812920010121998 -187.993858014523
252 -0.481292266214619 -187.9939616032505
253 -0.4812920840150685 -187.9938904356509
254 -0.4812923242525087 -187.9939842729952
255 -0.4812933468192528 -187.9943836901201
256 -0.4812937024121999 -187.9945225856136
257 -0.4812937008641169 -187.9945219809285
258 -0.4812940699848309 -187.9946661604016
259 -0.4812935517219748 -187.9944637256353
260 -0.481293328342113 -187.9943764729032
261 -0.4812935311699602 -187.994455697967
262 -0.4812938085276019 -187.9945640345548
263 -0.4812938831857777 -187.9945931962248
264 -0.4812938609560141 -187.9945845132236
265 -0.4812938226929437 -187.9945695675727
266 -0.4812938105313943 -187.9945648172411
267 -0.4812939323175739 -187.9946123872271
268 -0.4812942453649534 -187.9947346643156
269 -0.481294564573795 -187.9948593480866
270 -0.4812950237935302 -187.9950387204625
271 -0.4812956514748437 -187.9952838943517
272 -0.4812961837203429 -187.9954917907734
273 -0.481296498849478 -187.9956148810008
274 -0.4812966778110192 -187.9956847838259
275 -0.4812967949064103 -187.9957305215782
276 -0.4812969090242176 -187.9957750962789
277 -0.4812970270754023 -187.9958212073666
278 -0.4812970347564581 -187.9958242076061
279 -0.4812969738629707 -187.9958004224578
280 -0.4812969424161901 -187.9957881392668
281 -0.4812967984571447 -187.995731908504
282 -0.4812962086062849 -187.9955015112845
283 -0.4812956775600076 -187.9952940832819
284 -0.4812953160312637 -187.9951528692513
285 -0.4812950769326491 -187.9950594767351
286 -0.4812949693076309 -187.9950174381341
287 -0.4812949282231785 -187.9950013904444
288 -0.4812949319718287 -187.9950028546765
289 -0.4812949404368602 -187.9950061611389
290 -0.4812948735014783 -187.9949800160115
291 -0.4812945953990624 -187.9948713885131
292 -0.4812941527262272 -187.9946984793977
293 -0.4812937383964267 -187.9945366411425
294 -0.4812934278701024 -187.9944153487845
295 -0.4812932765269342 -187.9943562337648
296 -0.4812934117980612 -187.994409071005
297 -0.4812936131871949 -187.9944877341038
298 -0.4812938536014013 -187.9945816404934
299 -0.4812940174331791 -187.9946456335952
300 -0.4812939079005499 -187.9946028498765
301 -0.4812936363065541 -187.9944967645832
302 -0.4812933596447946 -187.9943886998088
303 -0.4812931593850645 -187.9943104778579
304 -0.4812930502852299 -187.9942678631899
305 -0.4812930354255283 -187.9942620589534
306 -0.4812931490448695 -187.9943064389519
307 -0.4812933796058446 -187.9943964966448
308 -0.4812936817025124 -187.9945144963579
309 -0.4812938123525191 -187.994565528577
310 -0.48129381345767 -187.9945659602517
311 -0.4812937749565614 -187.9945509216225
312 -0.4812938199969417 -187.9945685145075
313 -0.4812939396417769 -187.9946152480791
314 -0.4812941008032517 -187.9946781981538
315 -0.4812943248928604 -187.9947657281148
316 -0.4812946338859201 -187.9948864215759
317 -0.4812949240773723 -187.9949997710821
318 -0.4812950683269585 -187.9950561153308
319 -0.4812950020751003 -187.9950302371895
320 -0.4812948347809016 -187.9949648916576
321 -0.4812946547986554 -187.9948945901425
322 -0.4812945059672872 -187.9948364562383
323 -0.4812944249485218 -187.9948048101061
324 -0.4812945046943641 -187.9948359590313
325 -0.4812947047006728 -187.9949140819952
326 -0.4812949181105746 -187.994997440436
327 -0.4812950290749872 -187.9950407834128
328 -0.4812949645953501 -187.9950155975054
329 -0.4812947960185166 -187.9949497509731
330 -0.4812945841827357 -187.9948670073879
331 -0.4812943580222314 -187.9947786685299
332 -0.4812941865399956 -187.9947116871402
333 -0.4812941507913355 -187.9946977236242
334 -0.4812942135694544 -187.9947222449143
335 -0.4812942858331645 -187.9947504713
336 -0.4812942977819739 -187.9947551385348
337 -0.4812941505557392 -187.9946976315997
338 -0.4812939229997348 -187.9946087476559
339 -0.4812937059024669 -187.9945239489207
340 -0.4812935055458736 -187.9944456891347
341 -0.4812933187616947 -187.9943727307678
342 -0.4812932788042436 -187.9943571232876
343 -0.4812933981811802 -187.9944037522173
344 -0.4812936105180403 -187.9944866915253
345 -0.4812937917382589 -187.9945574765954
346 -0.4812938407116601 -187.9945766057283
347 -0.4812937724608014 -187.9945499467724
348 -0.4812936607758413 -187.9945063223479
349 -0.4812935560159541 -187.9944654028743
350 -0.4812934768861158 -187.9944344945617
351 -0.481293500415194 -187.9944436850785
352 -0.481293611699283 -187.9944871529217
353 -0.4812937541906841 -187.9945428104189
354 -0.4812938975304274 -187.9945987992808
355 -0.4812940378407375 -187.9946536048384
356 -0.4812940252347395 -187.9946486809041
357 -0.4812939203892948 -187.9946077280115
358 -0.4812938023691351 -187.9945616290423
359 -0.4812937047559424 -187.9945235010853
360 -0.4812937091246454 -187.9945252075116
361 -0.4812937820358961 -187.9945536868283
362 -0.4812938991831002 -187.9945994448189
363 -0.4812940221753604 -187.994647485903
364 -0.481294153231827 -187.9946986768863
365 -0.4812941483323145 -187.9946967631244
366 -0.4812940528184436 -187.9946594551679
367 -0.4812938998494989 -187.9945997051159
368 -0.4812937779042392 -187.9945520729928
369 -0.4812937536179042 -187.9945425866896
370 -0.4812938396185389 -187.9945761787524
371 -0.4812939998942534 -187.9946387828469
372 -0.4812941470935731 -187.994696279269
373 -0.4812942511618944 -187.9947369286153
374 -0.481294284957711 -187.9947501293456
375 -0.4812942158228998 -187.9947231251157
376 -0.4812940971707019 -187.9946767792708
377 -0.4812940127003257 -187.9946437849308
378 -0.4812939878572053 -187.9946340811459
379 -0.4812940325549929 -187.9946515402134
380 -0.4812941018664477 -187.9946786134408
381 -0.4812941599042674 -187.9947012831582
382 -0.4812942046168894 -187.99471874802
383 -0.481294201673578 -187.9947175983552
384 -0.4812940660118811 -187.9946646085575
385 -0.4812938459640166 -187.9945786573119
386 -0.4812936973281635 -187.9945205997763
387 -0.4812936209551787 -187.9944907682977
388 -0.4812936106944758 -187.9944867604415
389 -0.4812936450188429 -187.994500167625
390 -0.4812937024510183 -187.9945226007762
391 -0.4812937670130235 -187.9945478188567
392 -0.4812938170967281 -187.9945673816769
393 -0.4812937351380084 -187.9945353683962
394 -0.4812935890691951 -187.9944783135528
395 -0.4812934853082052 -187.9944377842509
396 -0.4812934687827652 -187.9944313293728
397 -0.4812935003341086 -187.9944436534063
398 -0.4812935791251117 -187.994474429369
399 -0.4812936879744657 -187.9945169461986
400 -0.4812938164702808 -187.994567136985
401 -0.4812939148248023 -187.9946055545068
402 -0.4812939213494608 -187.9946081030547
403 -0.4812938577119259 -187.9945832460746
404 -0.4812937944451628 -187.9945585339189
405 -0.4812937936338395 -187.994558217014
406 -0.4812938202296199 -187.9945686053922
407 -0.4812938616621817 -187.9945847890544
408 -0.4812939445625705 -187.9946171701534
409 -0.4812940377366615 -187.9946535641861
410 -0.4812941023541991 -187.9946788039577
411 -0.4812940941535891 -187.994675600779
412 -0.4812939902945439 -187.9946350331765
413 -0.4812938485358582 -187.9945796618796
414 -0.4812937644367681 -187.9945468125649
415 -0.481293714492969 -187.9945273043922
416 -0.4812937159130021 -187.9945278590607
417 -0.4812937367843739 -187.9945360114707
418 -0.4812938048017961 -187.9945625792457
419 -0.4812938583727394 -187.99458350419
420 -0.4812938835688093 -187.9945933458379
421 -0.4812938203241311 -187.9945686423086
422 -0.4812937294146314 -187.9945331328309
423 -0.4812936703766002 -187.9945100724284
424 -0.4812936742883311 -187.9945116003602
425 -0.4812936970636752 -187.9945204964665
426 -0.4812937599197154 -187.9945450481929
427 -0.4812938621209795 -187.9945849682619
428 -0.4812939637314018 -187.9946246575468
429 -0.481294025450891 -187.9946487653334
430 -0.4812940226840528 -187.9946476845995
431 -0.481293978760443 -187.9946305279278
432 -0.4812939154592257 -187.9946058023142
433 -0.4812938797100849 -187.9945918386105
434 -0.4812938360834319 -187.9945747979308
435 -0.4812938403304062 -187.9945764568096
436 -0.4812938950238786 -187.9945978202166
437 -0.4812939442447635 -187.9946170460171
438 -0.4812939683149968 -187.9946264479104
439 -0.4812939588218265 -187.9946227398544
440 -0.4812938923939978 -187.9945967929785
441 -0.4812937712239558 -187.9945494636574
442 -0.4812936660839605 -187.9945083957126
443 -0.481293572161226 -187.9944717092579
444 -0.4812935429269429 -187.9944602902738
445 -0.4812935679821996 -187.9944700769197
446 -0.4812936308575533 -187.9944946361899
447 -0.4812936877448488 -187.9945168565097
448 -0.4812937553609618 -187.9945432675323
449 -0.4812937514236956 -187.9945417296263
450 -0.4812937035682489 -187.9945230371693
451 -0.4812936383304933 -187.9944975551389
452 -0.4812935992572108 -187.9944822930172
453 -0.4812936058336132 -187.9944848617764
454 -0.4812936790095665 -187.9945134444866
455 -0.4812937810994237 -187.9945533210398
456 -0.4812938975732096 -187.9945988159916
457 -0.4812940187852442 -187.9946461617152
458 -0.4812940713248262 -187.9946666838071
459 -0.4812940405920662 -187.9946546795143
460 -0.4812939647534972 -187.9946250567798
461 -0.4812938807849507 -187.9945922584558
462 -0.4812938345149115 -187.9945741852628
463 -0.4812938334037538 -187.9945737512418
464 -0.4812938687780008 -187.9945875685111
465 -0.4812939210616917 -187.9946079906514
466 -0.4812939942721284 -187.9946365868309
467 -0.4812940068179655 -187.9946414872662
468 -0.4812939448399364 -187.9946172784932
469 -0.4812938071727436 -187.9945635053437
470 -0.4812936799333907 -187.9945138053346
471 -0.4812935770842939 -187.9944736322204
472 -0.4812935334196732 -187.9944565767105
473 -0.4812935442185683 -187.9944607947859
474 -0.4812936213757378 -187.9944909325691
475 -0.4812937351500955 -187.9945353731175
476 -0.4812938478787351 -187.9945794052057
477 -0.4812938457875348 -187.9945785883777
478 -0.4812937670761986 -187.9945478435331
479 -0.4812936852495981 -187.9945158818585
480 -0.4812936258228668 -187.9944926696288
481 -0.4812936064079269 -187.9944850861048
482 -0.4812936571613934 -187.9945049105356
483 -0.4812937650381754 -187.9945470474761
484 -0.4812939276486708 -187.9946105635419
485 -0.4812940809819149 -187.9946704558901
486 -0.4812941168281841 -187.9946844575324
487 -0.4812940450443948 -187.994656418605
488 -0.4812939418458085 -187.9946161089793
489 -0.4812938331575409 -187.9945736550705
490 -0.4812937515882955 -187.9945417939194
491 -0.481293722982055 -187.9945306202504
492 -0.4812937811918138 -187.9945533571276
493 -0.4812938802941804 -187.9945920667596
494 -0.4812939814679563 -187.9946315854893
495 -0.4812939780507842 -187.9946302507333
496 -0.4812938892034533 -187.9945955467439
497 -0.4812937400165283 -187.9945372739583
498 -0.4812936161911812 -187.9944889074683
499 -0.4812934926186925 -187.9944406397455
500 -0.4812934406850063 -187.994420354318
501 -0.4812934942398469 -187.9944412729725
502 -0.4812936323548271 -187.9944952210288
503 -0.4812937767316138 -187.9945516149624
504 -0.4812938805499139 -187.9945921666498
505 -0.4812938615074785 -187.9945847286269
506 -0.481293778302971 -187.9945522287384
507 -0.4812936930642224 -187.9945189342703
508 -0.4812936168266335 -187.9944891556776
509 -0.4812935909290331 -187.9944790400102
510 -0.4812936768765946 -187.9945126113424
511 -0.4812938425737329 -187.9945773330586
512 -0.4812940117202216 -187.9946434020997
513 -0.4812941356978426 -187.9946918280682
514 -0.4812941375980076 -187.9946925702774
515 -0.4812940503777294 -187.9946585018188
516 -0.4812939328160294 -187.9946125819251
517 -0.4812938025046383 -187.9945616819701
518 -0.4812937050437069 -187.9945236134869
519 -0.48129370695756 -187.9945243610426
520 -0.4812938005126467 -187.9945609038932
521 -0.4812938968582255 -187.994598536717
522 -0.4812939718206549 -187.9946278172292
523 -0.4812939430615414 -187.9946165838477
524 -0.4812938479482423 -187.9945794323554
525 -0.4812936956245918 -187.994519934357
526 -0.4812935540895927 -187.9944646504327
527 -0.4812934395442798 -187.9944199087473
528 -0.4812934415570197 -187.9944206949286
529 -0.481293541329297 -187.9944596662293
530 -0.4812936916304293 -187.9945183742271
531 -0.4812938079794813 -187.9945638204575
532 -0.4812938883778621 -187.9945952242659
533 -0.4812938640843343 -187.9945857351532
534 -0.4812937746113624 -187.9945507867869
535 -0.4812936754039744 -187.9945120361333
536 -0.4812936181870623 -187.9944896870645
537 -0.4812936377775815 -187.9944973391702
538 -0.4812937527854567 -187.9945422615336
539 -0.4812939041659141 -187.9946013911185
540 -0.4812940362895377 -187.9946529989359
541 -0.4812941281726347 -187.9946888887031
542 -0.4812941104039544 -187.9946819482122
543 -0.4812939951461779 -187.9946369282368
544 -0.4812938602255986 -187.9945842279215
545 -0.4812937495378277 -187.9945409930016
546 -0.4812937030545412 -187.9945228365137
547 -0.4812937283913289 -187.9945327331263
548 -0.4812938038374904 -187.9945622025855
549 -0.4812938812545089 -187.9945924418663
550 -0.4812939348940868 -187.9946133936195
551 -0.4812938882198813 -187.9945951625582
552 -0.4812937689325315 -187.9945485686214
553 -0.4812936138329017 -187.9944879863185
554 -0.4812935132622488 -187.9944487031702
555 -0.4812934754753938 -187.9944339435302
556 -0.4812935079704074 -187.9944466361637
557 -0.4812935933708135 -187.9944799937757
558 -0.4812937160692831 -187.9945279201044
559 -0.4812938320214072 -187.9945732112938
560 -0.4812938718696165 -187.9945887761039
561 -0.4812938288580467 -187.9945719756773
562 -0.48129374409589 -187.9945388673671
563 -0.4812936993302743 -187.9945213818058
564 -0.4812937039735591 -187.9945231954844
565 -0.4812937435260526 -187.9945386447872
566 -0.4812938305029749 -187.9945726181903
567 -0.481293945241963 -187.9946174355258
568 -0.4812940632627669 -187.9946635347466
569 -0.4812941169284226 -187.9946844966858
570 -0.4812940604657215 -187.9946624422137
571 -0.4812939314553692 -187.9946120504478
572 -0.4812938377038654 -187.9945754308762
573 -0.4812937740923271 -187.9945505840504
574 -0.4812937395454077 -187.9945370899374
575 -0.4812937359354909 -187.9945356798949
576 -0.4812937824572531 -187.9945538514114
577 -0.4812938395421849 -187.9945761489284
578 -0.4812938781869861 -187.9945912436843
579 -0.4812938008431313 -187.9945610329814
580 -0.4812936836680938 -187.994515264119
581 -0.4812935862043353 -187.9944771945314
582 -0.4812935440291387 -187.9944607207943
583 -0.4812935206216893 -187.994451577786
584 -0.4812935410448039 -187.9944595551056
585 -0.4812936152215643 -187.9944885287335
586 -0.4812937279709378 -187.9945325689205
587 -0.4812938178019209 -187.9945676571269
588 -0.4812938323883196 -187.9945733546107
589 -0.4812938000358806 -187.9945607176672
590 -0.481293769842487 -187.9945489240523
591 -0.4812937742530928 -187.9945506468459
592 -0.4812937824256701 -187.994553839075
593 -0.4812937989844289 -187.9945603069676
594 -0.4812938665856685 -187.9945867121806
595 -0.4812939588116137 -187.9946227358652
596 -0.4812940357642561 -187.9946527937596
597 -0.4812940653520519 -187.9946643508266
598 -0.4812940135383627 -187.9946441122701
599 -0.4812939264623583 -187.9946101001653
600 -0.4812938608214029 -187.9945844606441
