"report-def-0-rfile"
"Iteration" "report-def-0 etc.."
("Iteration" "report-def-0" "report-def-1")
125 -0.5054236812042191 -49.35493814651774
126 -0.5055824004062687 -49.37043717573053
127 -0.5057461890122238 -49.38643123540093
128 -0.5058850553731163 -49.39999162227508
129 -0.5059975221772627 -49.41097407594435
130 -0.5061284146758568 -49.42375581018475
131 -0.5062725215378485 -49.43782793526434
132 -0.5063832039671565 -49.44863614361617
133 -0.5065066984302742 -49.46069545507164
134 -0.5066397767258758 -49.47369063375501
135 -0.5067705706979682 -49.48646274682098
136 -0.5068614576667519 -49.49533791608879
137 -0.5069793105889246 -49.50684632754739
138 -0.5070770596262486 -49.51639158209406
139 -0.5071686290827012 -49.525333396709
140 -0.5072851738911349 -49.53671407004397
141 -0.50735591021694 -49.54362151643925
142 -0.5074522151300974 -49.55302575135908
143 -0.5075210839110876 -49.55975083083676
144 -0.507577591816446 -49.56526886308863
145 -0.5076314012998666 -49.57052339275292
146 -0.5076661084919488 -49.57391257173713
147 -0.5077447629446913 -49.58159322817334
148 -0.5077723536115542 -49.58428747402504
149 -0.5078170855171293 -49.58865557254305
150 -0.5078496929556903 -49.59183970928444
151 -0.5079055127184651 -49.59729054398325
152 -0.5079446780560729 -49.6011150636625
153 -0.5079911862367785 -49.60565661655642
154 -0.5080143365164399 -49.60791725582452
155 -0.5080267467645292 -49.60912912430162
156 -0.5080366974728663 -49.61010081718575
157 -0.5080704291185609 -49.6133947334559
158 -0.5081228797364923 -49.61851656905645
159 -0.5081395104122933 -49.62014056493558
160 -0.508147565300338 -49.62092712978406
161 -0.5081703691176247 -49.62315393678489
162 -0.5081944657535682 -49.62550698833502
163 -0.5082137215281757 -49.62738732675218
164 -0.5082213058059344 -49.6281279362123
165 -0.5082274924366122 -49.62873206456204
166 -0.5082364400425547 -49.6296058038708
167 -0.5082440142511894 -49.63034543007466
168 -0.5082400054446156 -49.62995396760891
169 -0.5082336354563934 -49.62933193428047
170 -0.5082476616304654 -49.63070159893904
171 -0.508258180354315 -49.63172875889273
172 -0.5082659431059807 -49.63248679644133
173 -0.5082678818972781 -49.63267612062246
174 -0.5082646580276112 -49.63236130773592
175 -0.5082602841474348 -49.63193419560487
176 -0.508259448160333 -49.63185256094223
177 -0.5082563750679789 -49.63155247155446
178 -0.5082542959369145 -49.63134944310745
179 -0.5082558600812171 -49.63150218277553
180 -0.5082575253360102 -49.63166479594616
181 -0.5082579977575422 -49.63171092820382
182 -0.50825160436982 -49.63108660989957
183 -0.5082556264533198 -49.63147936886543
184 -0.5082542918791251 -49.63134904686177
185 -0.508248298063407 -49.6307637470133
186 -0.5082498598268452 -49.63091625418848
187 -0.50824384579963 -49.63032898067468
188 -0.5082308958625686 -49.62906441123238
189 -0.5082243419201881 -49.62842441466547
190 -0.5082217395924455 -49.62817029573605
191 -0.5082205073558272 -49.62804996706065
192 -0.5082182772845093 -49.6278321992036
193 -0.5082162682445868 -49.62763601520035
194 -0.5082124726259661 -49.62726537067138
195 -0.5082083392433105 -49.62686174327344
196 -0.5082031097868716 -49.62635108358597
197 -0.508198632588333 -49.62591388235231
198 -0.5081960116887106 -49.62565794986723
199 -0.5081930581384269 -49.62536953383729
200 -0.5081895842492057 -49.62503030638513
201 -0.508187154433924 -49.62479303340526
202 -0.5081833996474815 -49.624426376164
203 -0.508180138742105 -49.62410794671729
204 -0.5081777082870771 -49.62387061126579
205 -0.5081776921695565 -49.62386903737985
206 -0.5081779701304597 -49.62389618043566
207 -0.5081778401833974 -49.62388349102386
208 -0.5081771596824128 -49.62381703967768
209 -0.5081774619658425 -49.62384655784339
210 -0.5081745680327758 -49.62356396347194
211 -0.5081737928347851 -49.62348826490398
212 -0.508172273909989 -49.62333994094895
213 -0.5081704016410546 -49.62315711271813
214 -0.5081689808734124 -49.62301837387049
215 -0.5081684679254246 -49.6229682841791
216 -0.5081682849699362 -49.62295041846138
217 -0.5081681883124489 -49.62294097979738
218 -0.5081685344760453 -49.62297478288877
219 -0.5081686314213695 -49.62298424966023
220 -0.5081686449574648 -49.6229855714684
221 -0.5081689295458447 -49.62301336170144
222 -0.5081689966971147 -49.62301991906489
223 -0.5081690620208037 -49.62302629796392
224 -0.5081673158910561 -49.62285578730348
225 -0.5081694703535183 -49.62306617190855
226 -0.5081695900484037 -49.62307786018886
227 -0.508169313642288 -49.62305086895903
228 -0.5081688339584954 -49.62300402753709
229 -0.5081680722670221 -49.62292964788897
230 -0.5081675597382022 -49.62287959912959
231 -0.5081673461364432 -49.62285874078442
232 -0.5081671186919683 -49.62283653068938
233 -0.5081679356760015 -49.6229163096905
234 -0.5081676048447294 -49.62288400381016
235 -0.5081672280776687 -49.62284721227135
236 -0.5081677049639287 -49.6228937805125
237 -0.5081674897279989 -49.62287276258951
238 -0.508166778353863 -49.62280329646084
239 -0.508166008210986 -49.62272809152788
240 -0.5081651945714303 -49.62264863911708
241 -0.5081643679490341 -49.62256791892381
242 -0.5081635928562126 -49.62249223062568
243 -0.5081627983031415 -49.62241464202203
244 -0.5081620830828152 -49.62234480031045
245 -0.5081615392435163 -49.62229169406324
246 -0.5081613039143704 -49.62226871402517
247 -0.5081612961418667 -49.62226795503532
248 -0.5081613492706151 -49.62227314309079
249 -0.5081612968351463 -49.62226802273452
250 -0.5081615526651413 -49.62229300469331
251 -0.5081618034602245 -49.62231749498983
252 -0.5081619368871979 -49.62233052421711
253 -0.5081618696417651 -49.62232395765861
254 -0.5081619619062471 -49.62233296734289
255 -0.5081616952101216 -49.62230692429966
256 -0.5081616608047088 -49.62230356458962
257 -0.5081616226705373 -49.62229984076395
258 -0.5081616212073738 -49.62229969788513
259 -0.5081618556367816 -49.62232259006322
260 -0.5081621501245119 -49.62235134697401
261 -0.5081624254171127 -49.62237822946841
262 -0.5081626799023287 -49.6224030801087
263 -0.5081630691468346 -49.62244109007782
264 -0.5081636674198627 -49.62249951181269
265 -0.5081640865845127 -49.62254044350257
266 -0.5081641478932559 -49.62254643033963
267 -0.5081644242333289 -49.62257341512034
268 -0.508164077709585 -49.62253957686033
269 -0.5081639492523407 -49.62252703293019
270 -0.5081638796201615 -49.6225202333044
271 -0.5081638681786426 -49.62251911603293
272 -0.5081638232972816 -49.62251473334
273 -0.5081638345164486 -49.62251582889867
274 -0.5081637101519065 -49.62250368462345
275 -0.508163588986558 -49.62249185275149
276 -0.5081638510665938 -49.62251744503068
277 -0.5081636073224018 -49.6224936432581
278 -0.5081635696749145 -49.62248996695745
279 -0.5081635424200287 -49.62248730550083
280 -0.5081636061816089 -49.62249353185896
281 -0.5081639478399015 -49.62252689500462
282 -0.5081641484333989 -49.62254648308492
283 -0.5081641841391304 -49.62254996977191
284 -0.5081641178807439 -49.62254349959908
285 -0.5081638312211613 -49.6225155071118
286 -0.5081634917536673 -49.62248235789899
287 -0.5081631686624927 -49.62245080784399
288 -0.5081630210874872 -49.62243639705254
289 -0.5081627840678844 -49.62241325194028
290 -0.5081626209195873 -49.62239732040717
291 -0.5081624642087595 -49.62238201749697
292 -0.5081624362828456 -49.62237929051403
293 -0.5081623195303816 -49.62236788956299
294 -0.5081622143070227 -49.62235761443628
295 -0.5081621335517845 -49.62234972863683
296 -0.5081621635108587 -49.62235265415914
297 -0.5081621958123745 -49.62235580842233
298 -0.5081622467182927 -49.62236077941703
299 -0.5081622112395722 -49.62235731489782
300 -0.508162157156402 -49.62235203364247
301 -0.5081620381546385 -49.62234041304593
302 -0.5081619248854791 -49.62232935224178
303 -0.508161794946646 -49.62231666363358
304 -0.5081618788887043 -49.62232486062799
305 -0.5081619976050907 -49.62233645335727
306 -0.5081622018854502 -49.62235640146196
307 -0.5081624041308602 -49.62237615085257
308 -0.5081626727970141 -49.62240238627029
309 -0.5081628724899416 -49.6224218864094
310 -0.5081629531173159 -49.62242975972285
311 -0.5081629295716423 -49.62242746047312
312 -0.5081629505856481 -49.62242951250391
313 -0.5081631595883237 -49.62244992174572
314 -0.5081633351547384 -49.62246706591577
315 -0.5081634431904597 -49.62247761567144
316 -0.5081635421474907 -49.62248727888731
317 -0.5081635533084981 -49.62248836876665
318 -0.5081634893323558 -49.62248212145641
319 -0.5081632722037631 -49.62246091871372
320 -0.5081630054446448 -49.6224348695192
321 -0.5081628411776598 -49.62241882874552
322 -0.5081628925471597 -49.62242384500927
323 -0.5081629404457653 -49.62242852233802
324 -0.5081629909918275 -49.62243345819256
325 -0.5081629789976277 -49.62243228695147
326 -0.5081629397374466 -49.62242845317026
327 -0.5081628322875302 -49.62241796061882
328 -0.5081626986104495 -49.62240490696839
329 -0.5081624887844478 -49.62238441732827
330 -0.5081624333824406 -49.62237900728766
331 -0.5081624541968091 -49.62238103982374
332 -0.508162507922462 -49.62238628616731
333 -0.5081625361024061 -49.62238903795646
334 -0.508162602239179 -49.62239549625363
335 -0.5081625614005399 -49.62239150833502
336 -0.5081625336336619 -49.62238879688204
337 -0.5081624310019519 -49.62237877483146
338 -0.5081623744044869 -49.62237324805365
339 -0.5081623889152712 -49.62237466504079
340 -0.5081625044181804 -49.62238594397203
341 -0.5081625658515408 -49.62239194297804
342 -0.5081626613040797 -49.62240126397808
343 -0.5081627111723114 -49.62240613364205
344 -0.5081626754177871 -49.62240264219042
345 -0.5081625469312057 -49.62239009539549
346 -0.5081624237036059 -49.6223780621434
347 -0.5081622852726216 -49.62236454427133
348 -0.5081622414118683 -49.62236026124138
349 -0.508162233715117 -49.62235950964881
350 -0.5081622681506571 -49.62236287230081
351 -0.5081622894876275 -49.62236495586929
352 -0.5081623218144401 -49.62236811260274
353 -0.5081622713018634 -49.62236318001807
354 -0.5081622374134365 -49.62235987079201
355 -0.5081622031938982 -49.62235652923272
356 -0.5081622020008694 -49.62235641273272
357 -0.5081622298514135 -49.62235913235575
358 -0.5081623634591678 -49.6223721792364
359 -0.508162479782529 -49.62238353828528
360 -0.5081626115061884 -49.62239640118288
361 -0.5081626751595119 -49.62240261696968
362 -0.508162710550531 -49.6224060729248
363 -0.5081627076536879 -49.62240579004627
364 -0.5081627096655386 -49.62240598650475
365 -0.5081626672406696 -49.62240184368979
366 -0.5081626833171287 -49.62240341356606
367 -0.5081627318469313 -49.6224081525316
368 -0.5081628210200385 -49.62241686034121
369 -0.5081628267857204 -49.62241742336365
370 -0.5081628094719725 -49.62241573266535
371 -0.5081627390296907 -49.62240885393253
372 -0.5081627146923191 -49.622406477373
373 -0.508162629483167 -49.62239815664608
374 -0.5081625439224646 -49.62238980159005
375 -0.508162465805429 -49.62238217341273
376 -0.5081624749906992 -49.62238307036011
377 -0.5081624335889976 -49.62237902745808
378 -0.5081623826120829 -49.62237404953052
379 -0.5081623179606016 -49.622367736273
380 -0.5081623025285964 -49.62236622932804
381 -0.5081622718558965 -49.62236323411975
382 -0.5081622339064603 -49.6223595283336
383 -0.5081621579305969 -49.62235210924309
384 -0.5081622030252465 -49.62235651276379
385 -0.508162244132614 -49.6223605269239
386 -0.5081622850370353 -49.62236452126619
387 -0.5081622818206688 -49.62236420718598
388 -0.5081623791354181 -49.62237371003204
389 -0.5081624499776345 -49.62238062781871
390 -0.5081625075698181 -49.62238625173141
391 -0.5081624923243255 -49.62238476299954
392 -0.508162479950746 -49.62238355471177
393 -0.508162499605201 -49.62238547398157
394 -0.5081625320336903 -49.62238864064382
395 -0.5081624969015166 -49.62238520996511
396 -0.5081625230706285 -49.62238776539523
397 -0.5081625376340468 -49.62238918752212
398 -0.5081625781259251 -49.62239314157933
399 -0.5081625425305076 -49.62238966566458
400 -0.5081624724167507 -49.62238281901243
401 -0.5081623796284993 -49.62237375818172
402 -0.5081623565788039 -49.62237150736458
403 -0.5081622953356271 -49.6223655269301
404 -0.5081622436239116 -49.62236047724879
405 -0.5081622612282355 -49.62236219632202
406 -0.5081623129875106 -49.62236725064755
407 -0.5081623317053779 -49.62236907845899
408 -0.5081623368396736 -49.62236957982617
409 -0.5081622804345134 -49.62236407182704
410 -0.50816223577655 -49.62235971094902
411 -0.5081622328526232 -49.62235942542575
412 -0.5081622462978534 -49.62236073836088
413 -0.50816231138797 -49.62236709445141
414 -0.5081624197263387 -49.62237767376078
415 -0.508162510395454 -49.62238652765652
416 -0.5081625780359058 -49.62239313278889
417 -0.5081625957298418 -49.62239486061279
418 -0.5081625638686139 -49.62239174934399
419 -0.5081624888859128 -49.62238442723639
420 -0.5081624809960829 -49.62238365678957
421 -0.5081624833788743 -49.62238388947064
422 -0.5081625453213646 -49.62238993819351
423 -0.5081625990289319 -49.62239518277099
424 -0.5081626408534542 -49.62239926696172
425 -0.5081626190750043 -49.62239714028248
426 -0.5081625689848035 -49.62239224894309
427 -0.5081624368140383 -49.62237934238532
428 -0.5081623096210834 -49.62236692191384
429 -0.50816223000032 -49.62235914689656
430 -0.508162235451437 -49.62235967920154
431 -0.5081622589749305 -49.62236197628538
432 -0.5081622991778142 -49.62236590212208
433 -0.5081623061777528 -49.62236658567045
434 -0.5081623227483199 -49.62236820379667
435 -0.5081622681317853 -49.62236287045797
436 -0.5081621913201606 -49.62235536975484
437 -0.5081621083356532 -49.62234726626586
438 -0.5081621386460686 -49.62235022609686
439 -0.5081622190708565 -49.62235807962762
440 -0.5081623341546369 -49.62236931763065
441 -0.5081624256889693 -49.62237825601539
442 -0.5081625136740537 -49.62238684781384
443 -0.5081625507216143 -49.62239046553126
444 -0.5081625338353787 -49.62238881657981
445 -0.5081624393781186 -49.62237959276936
446 -0.5081623909293508 -49.62237486171693
447 -0.5081624221603981 -49.6223779114482
448 -0.5081625037395182 -49.62238587770024
449 -0.508162542540654 -49.62238966665538
450 -0.5081625832861731 -49.62239364548078
451 -0.5081625842908718 -49.62239374359022
452 -0.5081625649663641 -49.62239185653998
453 -0.5081624542158676 -49.62238104168482
454 -0.5081623149619969 -49.62236744345737
455 -0.5081622403701012 -49.62236015951217
456 -0.5081622627589949 -49.62236234580163
457 -0.5081622873532674 -49.6223647474477
458 -0.5081623168941547 -49.62236763213379
459 -0.5081623405748616 -49.62236994456961
460 -0.5081623658663124 -49.62237241429557
461 -0.5081623383267332 -49.62236972503847
462 -0.5081622599297105 -49.62236206952024
463 -0.5081621735784094 -49.62235363726175
464 -0.508162188748268 -49.62235511860792
465 -0.5081622540944133 -49.62236149969982
466 -0.5081623264036367 -49.62236856074065
467 -0.5081624115142327 -49.6223768718435
468 -0.5081624744414919 -49.62238301672966
469 -0.5081624998780329 -49.62238550062378
470 -0.5081624913090224 -49.62238466385455
471 -0.5081624132042725 -49.62237703687694
472 -0.5081623949396089 -49.62237525332114
473 -0.5081624123250124 -49.62237695101665
474 -0.5081624778466083 -49.62238334924141
475 -0.5081625033643556 -49.62238584106537
476 -0.5081625586836617 -49.62239124303017
477 -0.5081625498219509 -49.62239037767857
478 -0.5081625321527673 -49.62238865227176
479 -0.5081624490891657 -49.62238054105918
480 -0.5081623670194695 -49.62237252690208
481 -0.508162285983814 -49.62236461371971
482 -0.508162278453832 -49.62236387841227
483 -0.5081622821191851 -49.6223642363363
484 -0.5081623563024711 -49.62237148038049
485 -0.5081623689311673 -49.62237271358057
486 -0.5081623404222007 -49.62236992966217
487 -0.5081622898691146 -49.62236499312174
488 -0.5081622682361356 -49.62236288064784
489 -0.5081622077427185 -49.62235697342787
490 -0.5081621893547251 -49.62235517782884
491 -0.5081622208075206 -49.62235824921395
492 -0.5081622773138335 -49.6223637670907
493 -0.5081623811199231 -49.62237390382019
494 -0.5081624430537333 -49.62237995169543
495 -0.5081624152965043 -49.62237724118469
496 -0.5081624118164169 -49.62237690135198
497 -0.5081624195715299 -49.6223776586436
498 -0.5081624265138215 -49.62237833656272
499 -0.5081624125244362 -49.62237697049051
500 -0.5081624516462288 -49.62238079075799
501 -0.5081625252319579 -49.6223879764504
502 -0.5081625818447887 -49.62239350472868
503 -0.5081625393051762 -49.62238935070895
504 -0.50816246903081 -49.6223824883732
505 -0.5081624389582715 -49.62237955177104
506 -0.5081624207309665 -49.62237777186332
507 -0.5081623525078689 -49.62237110983523
508 -0.5081623066495249 -49.62236663173929
509 -0.5081623101793826 -49.6223669764321
510 -0.5081623579616389 -49.62237164239927
511 -0.5081623557821119 -49.6223714295671
512 -0.5081622905415012 -49.62236505878072
513 -0.5081622439090762 -49.62236050509528
514 -0.5081622573507062 -49.62236181767885
515 -0.5081622540258798 -49.62236149300747
516 -0.5081622391028592 -49.62236003576519
517 -0.5081622137551284 -49.62235756054345
518 -0.5081622725653506 -49.62236330339839
519 -0.5081623380067716 -49.62236969379401
520 -0.5081623715949082 -49.62237297369654
521 -0.5081623348607007 -49.62236938657824
522 -0.5081623858681782 -49.62237436749027
523 -0.5081624377755704 -49.62237943627952
524 -0.5081624676354544 -49.62238235211586
525 -0.5081624350563116 -49.62237917074221
526 -0.5081624357918852 -49.62237924257143
527 -0.5081624546829681 -49.62238108729748
528 -0.508162498415654 -49.62238535782156
529 -0.5081624641685574 -49.6223820135712
530 -0.508162440093603 -49.62237966263687
531 -0.5081624442703113 -49.62238007049504
532 -0.5081624634294983 -49.62238194140162
533 -0.5081624180873701 -49.62237751371448
534 -0.5081623586479115 -49.62237170941422
535 -0.5081622953310452 -49.62236552648267
536 -0.5081622957797948 -49.62236557030336
537 -0.5081622962058053 -49.62236561190355
538 -0.5081622807653177 -49.62236410413028
539 -0.5081622785475586 -49.62236388756473
540 -0.5081623145867097 -49.62236740681035
541 -0.5081623142267181 -49.62236737165694
542 -0.5081623090330103 -49.62236686448813
543 -0.5081622559131586 -49.62236167730143
544 -0.5081622529214802 -49.62236138516217
545 -0.5081622639204032 -49.62236245921387
546 -0.508162308234513 -49.62236678651437
547 -0.5081623358108813 -49.62236947936396
548 -0.5081623943985643 -49.6223752004878
549 -0.5081624380293308 -49.6223794610594
550 -0.5081624708534573 -49.62238266635585
551 -0.5081624503902501 -49.62238066811089
552 -0.5081624239112682 -49.62237808242176
553 -0.5081623980542198 -49.62237555746484
554 -0.5081624132864709 -49.62237704490367
555 -0.5081624257299716 -49.62237826001928
556 -0.5081624582020237 -49.62238143093546
557 -0.5081624713232804 -49.62238271223437
558 -0.5081624854828481 -49.622384094925
559 -0.5081624688817762 -49.62238247381996
560 -0.5081624192330279 -49.62237762558867
561 -0.5081623254528899 -49.62236846789962
562 -0.5081622726244154 -49.62236330916609
563 -0.5081622618317251 -49.62236225525315
564 -0.5081622952168675 -49.62236551533315
565 -0.5081623122135259 -49.62236717506747
566 -0.5081623299825855 -49.62236891022723
567 -0.5081623217695249 -49.62236810821674
568 -0.5081623276790788 -49.62236868528836
569 -0.5081622845152094 -49.62236447030956
570 -0.5081622181834566 -49.62235799297247
571 -0.5081621684418044 -49.62235313566907
572 -0.5081622442336624 -49.62236053679133
573 -0.5081623213947678 -49.62236807162147
574 -0.5081624009338827 -49.62237583866572
