"report-def-0-rfile"
"Iteration" "report-def-0 etc.."
("Iteration" "report-def-0" "report-def-1")
53 -0.5082762484713051 -49.63349312180178
54 -0.5081296109810922 -49.61917387929581
55 -0.5079991459630195 -49.60643388879532
56 -0.5083433840535166 -49.64004895333618
57 -0.5082424319823128 -49.63019092053061
58 -0.5085888385026122 -49.66401773359601
59 -0.5086693033023088 -49.671875171543
60 -0.5091267858325506 -49.71654862635501
61 -0.5092243822981675 -49.72607898217919
62 -0.5096409535031942 -49.76675742053159
63 -0.5097957333036197 -49.78187176471533
64 -0.5102080533686821 -49.82213507659505
65 -0.5106606422036591 -49.86633065900796
66 -0.5110663181260949 -49.90594516621041
67 -0.5115154739270107 -49.94980551070303
68 -0.5120022551533808 -49.99734000149132
69 -0.512496849973829 -50.04563749462154
70 -0.5129880101314159 -50.09359959077812
71 -0.513471993631427 -50.14086088184005
72 -0.5139526478223501 -50.18779706379011
73 -0.5144353317327108 -50.23493144911099
74 -0.5149195140361442 -50.28221215345127
75 -0.5153998803271728 -50.32912022179681
76 -0.5158838378513968 -50.37637897630691
77 -0.5163675543824507 -50.42361419768343
78 -0.5168478621856732 -50.47051655465818
79 -0.5173195145592029 -50.51657370351744
80 -0.5177820712380971 -50.56174265211455
81 -0.5182322322662843 -50.60570115767809
82 -0.5186669689457398 -50.64815346595424
83 -0.5190887936638303 -50.68934491313856
84 -0.5194973320831249 -50.72923894494712
85 -0.5198925854241341 -50.76783568056353
86 -0.5202792357220852 -50.80559232365204
87 -0.520660224286435 -50.84279609491819
88 -0.5210322885232193 -50.87912840002362
89 -0.5213920326098141 -50.91425763476814
90 -0.5217335829832761 -50.94761024206183
91 -0.5220597585276987 -50.97946148769704
92 -0.5223696094297221 -51.00971862180592
93 -0.5226619339929133 -51.03826429798128
94 -0.5229335715078194 -51.0647898709709
95 -0.5231845041105984 -51.08929359635945
96 -0.5234149135007311 -51.11179321721474
97 -0.5236437581285239 -51.13414003805021
98 -0.5237944816181987 -51.14885828095566
99 -0.5239721463272651 -51.1662073507616
100 -0.5241398472495363 -51.18258345056383
101 -0.5242865235686219 -51.19690648473347
102 -0.5244088787693558 -51.20885454650559
103 -0.5245205752613893 -51.21976177871593
104 -0.5246280520799808 -51.23025695717912
105 -0.5247018917030243 -51.237467442488
106 -0.5247869339168071 -51.24577186777945
107 -0.5248763525745892 -51.25450365556087
108 -0.5249614962455194 -51.26281798820614
109 -0.5250427082302485 -51.27074838923822
110 -0.5251221514100806 -51.27850606536735
111 -0.5252032606967844 -51.28642643787312
112 -0.5252901991412398 -51.2949160312741
113 -0.5253827880006903 -51.30395739122849
114 -0.5254791223855241 -51.31336450407591
115 -0.5255832842356664 -51.3235359737996
116 -0.5256946711685765 -51.33441297736819
117 -0.5258063370629059 -51.34531722169361
118 -0.5259106529800947 -51.35550373616061
119 -0.5260044953416712 -51.3646675013805
120 -0.5260883398741034 -51.37285497234003
121 -0.5261636939685921 -51.38021334673142
122 -0.5262315442508907 -51.38683896917573
123 -0.5262926733939193 -51.39280826817244
124 -0.5263477637150962 -51.39818787244361
125 -0.5263918348719792 -51.40249144843914
126 -0.5264261150556809 -51.4058389297883
127 -0.5264722322667557 -51.41034230425358
128 -0.5265276965851354 -51.4157584295852
129 -0.5265622224197869 -51.41912989890302
130 -0.5266033006959931 -51.42314121823119
131 -0.5266530267122694 -51.42799699477838
132 -0.5266959886597041 -51.4321922557785
133 -0.526732611306996 -51.43576848016028
134 -0.5267674885130728 -51.43917426111724
135 -0.5268032078790488 -51.44266227951436
136 -0.526839635118217 -51.44621942217081
137 -0.5268761003549859 -51.44978027531671
138 -0.5269122307711451 -51.45330843302096
139 -0.5269475134716571 -51.45675381076278
140 -0.5269815266250661 -51.46007521643706
141 -0.5270130773597924 -51.46315616538901
142 -0.5270342572849592 -51.46522439831008
143 -0.5270524080805125 -51.46699683483245
144 -0.5270813765401893 -51.46982562301299
145 -0.527101506687168 -51.47179134443832
146 -0.5271239732115527 -51.4739852145766
147 -0.5271385683211817 -51.47541043614766
148 -0.5271531960841644 -51.47683884633912
149 -0.5271639645056555 -51.47789038942346
150 -0.5271745238450661 -51.47892151551204
151 -0.5271830067835385 -51.47974987975213
152 -0.5271974960014967 -51.48116476093541
153 -0.527211846179796 -51.48256606480915
154 -0.527219622840995 -51.48332546063237
155 -0.5272241074596397 -51.48376338644402
156 -0.5272281225186978 -51.48415545946877
157 -0.5272326047824256 -51.48459315532131
158 -0.527237360809246 -51.48505758431084
159 -0.5272418421125695 -51.48549518637931
160 -0.5272456130597943 -51.48586342173107
161 -0.5272484189772362 -51.48613742132178
162 -0.5272497603703091 -51.48626840919316
163 -0.5272498842714183 -51.48628050821385
164 -0.5272491247396001 -51.48620633945742
165 -0.5272426490261589 -51.4855739819953
166 -0.5272399300975371 -51.4853084769172
167 -0.5272395307817831 -51.48526948348441
168 -0.5272382235343974 -51.48514182996072
169 -0.5272355252335427 -51.48487833919695
170 -0.5272323656829798 -51.4845698071111
171 -0.5272281077971168 -51.48415402189719
172 -0.5272242609206996 -51.48377837201238
173 -0.5272213984704547 -51.48349885195813
174 -0.5272198192860346 -51.48334464361319
175 -0.527216666379647 -51.4830367603352
176 -0.5272129727885864 -51.48267607886118
177 -0.5272097205595108 -51.48235849666068
178 -0.5272070968464876 -51.48210228944525
179 -0.5272048862771003 -51.48188642596391
180 -0.5272027580883352 -51.48167860700177
181 -0.5272005562815719 -51.48146359919614
182 -0.5271983826126753 -51.48125133907075
183 -0.527196436998368 -51.48106134861846
184 -0.527194768688825 -51.48089843714959
185 -0.5271932153672917 -51.4807467543317
186 -0.5271914102929224 -51.48057048769212
187 -0.5271893322704517 -51.48036756749997
188 -0.5271869449779509 -51.48013444689622
189 -0.5271830519781788 -51.47975429303698
190 -0.5271805453512289 -51.47950951934975
191 -0.5271776998456438 -51.47923165395211
192 -0.5271753428044232 -51.47900148740477
193 -0.5271725424301978 -51.4787280291126
194 -0.5271701474987778 -51.47849416256361
195 -0.5271681121733947 -51.47829541176873
196 -0.5271654998887386 -51.47804032054049
197 -0.5271627700210404 -51.47777374725474
198 -0.5271602458747836 -51.47752726279623
199 -0.5271579788079405 -51.47730588230304
200 -0.5271558725238036 -51.47710020234153
201 -0.5271537694296481 -51.4768948338837
202 -0.527151595461492 -51.47668254453544
203 -0.5271494002227096 -51.47646817809725
204 -0.5271473636229889 -51.4762693028625
205 -0.527145662799928 -51.47610321642831
206 -0.5271443442860518 -51.47597446272478
207 -0.5271433096621226 -51.47587343105189
208 -0.527142427640485 -51.47578730108808
209 -0.5271416039370049 -51.47570686592879
210 -0.5271407871945498 -51.47562711051793
211 -0.5271392649389367 -51.47547846130654
212 -0.527138911555509 -51.4754439531941
213 -0.5271382821615604 -51.47538249248193
214 -0.5271379938322982 -51.47535433694938
215 -0.5271372812728008 -51.47528475506941
216 -0.5271368946168674 -51.47524699787601
217 -0.5271364970856235 -51.47520817870176
218 -0.527136319409329 -51.47519082850063
219 -0.5271361260817593 -51.4751719499427
220 -0.5271359818074047 -51.47515786146186
221 -0.5271359717827852 -51.4751568825515
222 -0.5271361495710097 -51.47517424368268
223 -0.5271365598151802 -51.47521430428215
224 -0.5271371637113579 -51.47527327512108
225 -0.5271378166405796 -51.47533703406739
226 -0.5271383722759604 -51.47539129220936
227 -0.5271387880636828 -51.47543189414014
228 -0.5271390823101861 -51.47546062749498
229 -0.527139275074813 -51.47547945108118
230 -0.5271393781521269 -51.47548951664527
231 -0.5271393989843727 -51.47549155092708
232 -0.5271393364495611 -51.47548544436368
233 -0.5271395178744039 -51.47550316061289
234 -0.5271388622469616 -51.47543913818366
235 -0.5271385623407711 -51.47540985215684
236 -0.527138091696028 -51.47536389340372
237 -0.5271378537149074 -51.47534065439865
238 -0.5271374713783193 -51.47530331899203
239 -0.5271371211914809 -51.47526912302854
240 -0.5271368329985383 -51.4752409808077
241 -0.5271364856908546 -51.47520706599546
